product_url,product_brand,product_name,gender,heel_type,occasion,type,product_price,currency_symbol,product_sizes,size_country,product_colors
https://www.metroshoes.com/metro-44-1814-peach-casual-slip-ons.html,Metro,Pink Casual Slip Ons,Women,Flats,Casual,Slip Ons,2290.0,Rs,"3,4,5,6,7,8",UK,"black,peach"
https://www.metroshoes.com/metro-33-40-tan-casual-sandals.html,Metro,Tan Casual Sandals,Women,Kitten,Casual,Sandals,1690.0,Rs,"3,4,5,6,7,8",UK,"black,tan"
https://www.metroshoes.com/metro-16-316-black-casual-slippers.html,Metro,Black Casual Slippers,Men,Flats,Casual,Slippers,2690.0,Rs,"6,7,8,9,10,11",UK,"black,brown,black"
https://www.metroshoes.com/metro-35-25-black-casual-slippers.html,Metro,Metro Black Casual Slippers,Women,Flats,Casual,Slippers,2290.0,Rs,"3,4,5,6,7,8",UK,"black,white,peach"
https://www.metroshoes.com/princess-54-7-maroon-ethnic-slip-ons.html,Princess,Maroon Ethnic Slip Ons,Women,Flats,Ethnic,Slip Ons,2990.0,Rs,"3,4,5,6,7,8",UK,"beige,maroon"
https://www.metroshoes.com/princess-54-4706-black-party-slip-ons.html,Princess,Black Party Slip Ons,Women,Block,Party,Slip Ons,2990.0,Rs,"3,4,5,6,7,8",UK,"black,rose,gold,silver"
https://www.metroshoes.com/fitflop-228-254-green-casual-slippers.html,FitFlop,LULU-Shimmer Toe-Post Sandals,Women,Wedges,Casual,Slippers,6999.0,Rs,"3,4,5,6,7",UK,"beige,green"
https://www.metroshoes.com/skechers-239-124569-assorted-sports-walking-shoes.html,Skechers,Multi Sports Walking Shoes,Women,Regular,Sports,Walking Shoes,7999.0,Rs,"6,7,8,9,10",US,"grey,assorted"
https://www.metroshoes.com/metro-34-101-black-casual-slippers.html,Metro,Black Casual Slippers,Women,Platform,Casual,Slippers,2290.0,Rs,"3,4,5,6,7,8",UK,"black,grey,peach"
https://www.metroshoes.com/metro-31-3-brown-casual-loafers.html,Metro,Brown Casual Loafers,Women,Flats,Casual,Loafers,3290.0,Rs,"3,4,5,6,7,8",UK,"black,brown,olive"
